Car_Age,Car_Brand,Car_Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs)
6,Mahindra,Bolero,63220,CNG,Manual,1st owner,760000
11,Honda,Amaze,83870,Diesel,Manual,2nd owner,405000
14,Chevrolet,Beat,73370,Petrol,Manual,2nd owner,152000
7,Maruti,Baleno,80330,Petrol,Manual,2nd owner,475000
12,Maruti,Swift Dzire,110000,Diesel,Manual,1st owner,528000
9,Maruti,Alto 800,16230,Petrol,Manual,2nd owner,275000
8,Hyundai,Grand i10,70860,Petrol,Manual,2nd owner,455000
7,Hyundai,i20 Active,130000,Diesel,Manual,1st owner,650000
12,Honda,Amaze,76400,Diesel,Manual,1st owner,372000
8,Hyundai,i20 Active,54850,Petrol,Manual,1st owner,650000
3,Tata,NEXON,25110,Petrol,Manual,1st owner,805000
6,Hyundai,NEW SANTRO,51890,Petrol,Manual,1st owner,498000
11,Hyundai,Xcent,77010,Petrol,Manual,1st owner,453000
7,Renault,Captur,48570,Diesel,Manual,2nd owner,774000
13,Hyundai,i10,71420,Petrol,Manual,1st owner,229999
16,Hyundai,i10,81870,Petrol,Manual,2nd owner,245000
11,Maruti,Swift,120000,Diesel,Manual,2nd owner,430999
10,Hyundai,Grand i10,1019999,Diesel,Manual,1st owner,184000
7,Honda,Amaze,57120,Petrol,Manual,1st owner,550000
10,Honda,Jazz,88080,Petrol,Auto,2nd owner,225000
7,Maruti,Alto K10,71720,Petrol,Manual,2nd owner,340000
9,Maruti,Wagon R 1.0,80770,Petrol,Manual,2nd owner,290000
14,Toyota,Corolla Altis,100000,Diesel,Manual,1st owner,315000
10,Hyundai,Grand i10,61600,Petrol,Manual,2nd owner,340000
12,Renault,Duster,100000,Diesel,Manual,3rd owner,214000
3,Renault,Kwid,12120,Petrol,Manual,1st owner,380000
9,Hyundai,Elite i20,82980,Diesel,Manual,1st owner,545000
12,Honda,Brio,51410,Petrol,Manual,2nd owner,260000
14,Skoda,Laura,96880,Diesel,Auto,1st owner,225000
15,Maruti,Alto,110000,Petrol,Manual,3rd owner,50000
3,Maruti,Swift,18890,Petrol,Manual,1st owner,668000
10,Maruti,Ertiga,180000,Diesel,Manual,1st owner,450000
13,Maruti,Swift,95300,Diesel,Manual,2nd owner,300000
3,Mahindra,Thar,34340,Diesel,Auto,1st owner,1600000
12,Toyota,Etios,71790,Diesel,Manual,2nd owner,325000
12,Honda,Brio,33180,Petrol,Manual,1st owner,271000
6,Renault,Kwid,78230,Petrol,Manual,2nd owner,300000
10,Hyundai,Elite i20,70370,Petrol,Manual,1st owner,480000
3,Volkswagen,Vento,48830,Petrol,Manual,1st owner,769000
4,Hyundai,GRAND I10 NIOS,35650,Petrol,Manual,1st owner,509999
8,Honda,Jazz,36460,Petrol,Manual,1st owner,418000
5,Hyundai,Verna,56550,Diesel,Manual,2nd owner,1050000
8,Hyundai,Elite i20,74500,Petrol,Manual,2nd owner,525000
3,Hyundai,Creta,40440,Diesel,Auto,1st owner,1698999
13,Toyota,Fortuner,150000,Diesel,Auto,2nd owner,1050000
8,Maruti,Alto K10,97820,Petrol,Auto,2nd owner,360000
7,Maruti,Swift,6470,Diesel,Manual,1st owner,625000
6,KIA,SELTOS,68390,Diesel,Manual,1st owner,910000
7,Ford,Ecosport,60800,Diesel,Manual,3rd owner,509999
4,Maruti,Vitara Brezza,45630,Petrol,Manual,1st owner,702000
11,Toyota,Fortuner,200000,Diesel,Auto,1st owner,1425000
12,Renault,Duster,100000,Diesel,Manual,1st owner,298000
3,Maruti,New Wagon-R,35960,Petrol,Manual,1st owner,450000
9,Skoda,Rapid,91250,Diesel,Manual,1st owner,513999
8,Toyota,Innova Crysta,140000,Diesel,Manual,2nd owner,1224000
2,KIA,SONET,16710,Petrol,Auto,1st owner,1000000
8,Toyota,Innova Crysta,77100,Diesel,Auto,1st owner,1470000
3,Hyundai,NEW I20,27940,Diesel,Manual,1st owner,913000
12,Tata,Safari Storme,94460,Diesel,Manual,1st owner,363000
2,Tata,Harrier,19500,Diesel,Auto,1st owner,2100000
13,Mercedes,Benz GL Class,150000,Diesel,Auto,1st owner,814000
14,Audi,Q7,160000,Diesel,Auto,2nd owner,724000
15,Volkswagen,Vento,92050,Diesel,Manual,2nd owner,210000
7,Maruti,Alto 800,71720,Petrol,Manual,1st owner,221000
14,Hyundai,Verna,150000,Diesel,Manual,2nd owner,123000
10,Chevrolet,Sail,71870,Petrol,Manual,5th owner,96000
5,Tata,Harrier,77160,Diesel,Auto,2nd owner,1572000
13,Hyundai,Verna,100000,Diesel,Manual,3rd owner,196000
2,Renault,TRIBER,47380,Petrol,Manual,1st owner,569000
11,Maruti,Wagon R 1.0,130000,Petrol,Manual,1st owner,225000
14,Volkswagen,Vento,140000,Diesel,Manual,3rd owner,149000
12,Hyundai,i20,110000,Petrol,Manual,2nd owner,269000
10,Hyundai,Grand i10,88750,Diesel,Manual,2nd owner,270000
12,Chevrolet,Sail,140000,Petrol,Manual,1st owner,150000
9,Datsun,Redi Go,620000,Petrol,Manual,2nd owner,75000
7,Honda,Amaze,150000,Petrol,Manual,1st owner,423000
13,Ford,Fiesta,86180,Petrol,Manual,3rd owner,125000
15,Hyundai,i20,100000,Diesel,Manual,2nd owner,149000
11,Maruti,Eeco,160000,Petrol,Manual,2nd owner,180000
15,Chevrolet,Beat,150000,Petrol,Manual,3rd owner,60000
9,Maruti,Celerio,130000,Petrol,Manual,1st owner,300000
15,Maruti,Wagon R 1.0,140000,Petrol,Manual,4th owner,111000
13,Toyota,Etios Liva,150000,Diesel,Manual,4th owner,148000
3,Volkswagen,VIRTUS,30510,Petrol,Manual,1st owner,1050000
11,Maruti,Wagon R 1.0,170000,Petrol,Manual,2nd owner,221000
11,Honda,City,140000,Petrol,Manual,1st owner,364000
15,Maruti,Alto,33530,Petrol,Manual,3rd owner,82000
10,Honda,Amaze,120000,Petrol,Manual,2nd owner,330000
8,Tata,Tiago,70320,Petrol,Manual,2nd owner,335000
10,Datsun,Go,67280,Petrol,Manual,1st owner,139000
10,Datsun,Go Plus,110000,Petrol,Manual,2nd owner,127000
14,Tata,Manza,150000,Diesel,Manual,1st owner,100000
10,Ford,New Figo,45930,Diesel,Manual,1st owner,356000
10,Hyundai,Xcent,140000,Diesel,Manual,2nd owner,254999
12,Hyundai,i10,77900,Petrol,Manual,2nd owner,220000
13,Maruti,Ertiga,110000,Diesel,Manual,3rd owner,280000
15,Honda,City,200000,Petrol,Auto,4th owner,163000
8,Skoda,Rapid,220000,Diesel,Manual,1st owner,434999
15,Maruti,Ritz,120000,Diesel,Manual,2nd owner,75000
9,Datsun,Redi Go,160000,Petrol,Manual,1st owner,110000
13,Ford,Figo,170000,Diesel,Manual,3rd owner,78000
8,Hyundai,Verna,96780,Petrol,Auto,3rd owner,387000
11,Ford,Figo,220000,Diesel,Manual,2nd owner,155000
15,Volkswagen,Polo,110000,Diesel,Manual,2nd owner,120000
15,Maruti,Alto,100000,Petrol,Manual,1st owner,83000
6,Maruti,Baleno,56630,Petrol,Manual,1st owner,536000
9,Honda,Jazz,55480,Petrol,Manual,3rd owner,336000
8,Maruti,Ertiga,87660,Diesel,Manual,2nd owner,644000
12,Maruti,Wagon R 1.0,69610,Petrol,Manual,1st owner,252999
7,Hyundai,Grand i10,180000,Petrol,Manual,1st owner,400000
8,Mahindra,XUV500,100000,Diesel,Manual,1st owner,639000
15,Maruti,Wagon R Duo,180000,Petrol,Manual,1st owner,103000
4,Maruti,Swift,82590,Petrol,Manual,1st owner,530000
10,Volkswagen,Polo,170000,Diesel,Manual,2nd owner,318000
8,Maruti,Vitara Brezza,160000,Diesel,Manual,1st owner,645000
3,Renault,TRIBER,110000,Petrol,Manual,1st owner,459000
8,Tata,Zest,100000,Petrol,Manual,2nd owner,242000
5,Hyundai,Creta,70840,Petrol,Manual,1st owner,960000
13,Mahindra,Xylo,530000,Diesel,Manual,2nd owner,259000
5,Maruti,Vitara Brezza,81360,Petrol,Manual,1st owner,674000
8,Honda,Amaze,72260,Diesel,Manual,1st owner,389000
10,Honda,City,89880,Petrol,Manual,2nd owner,311000
8,Honda,City,170000,Petrol,Manual,1st owner,590000
2,KIA,CARENS,26200,Petrol,Manual,1st owner,965000
6,Hyundai,Verna,87770,Diesel,Auto,1st owner,864000
3,Maruti,Ertiga,95940,Petrol,Manual,1st owner,872000
8,Maruti,Dzire,110000,Diesel,Manual,1st owner,513999
3,Toyota,URBAN CRUISER,477,Petrol,Auto,2nd owner,994999
10,Maruti,Ciaz,120000,Diesel,Manual,1st owner,419000
6,Hyundai,Grand i10,110000,Petrol,Manual,1st owner,430999
3,Tata,Harrier,90300,Diesel,Manual,1st owner,1650000
3,Maruti,Alto,5360,Petrol,Manual,2nd owner,389000
3,Maruti,Swift,81090,Petrol,Manual,2nd owner,480000
4,Hyundai,GRAND I10 NIOS,35460,Petrol,Manual,2nd owner,552000
7,Mahindra,KUV 100 NXT,66110,Petrol,Manual,1st owner,310000
9,Hyundai,Creta,110000,Diesel,Manual,1st owner,780000
9,Maruti,Swift Dzire,67490,Petrol,Manual,1st owner,429000
7,Honda,City,29630,Petrol,Auto,1st owner,669000
1,Tata,NEXON,23520,Diesel,Manual,1st owner,1377000
10,Honda,Mobilio,140000,Diesel,Manual,2nd owner,350000
3,MG,ASTOR,26840,Petrol,Manual,1st owner,1272000
3,Mahindra,Thar,25840,Petrol,Manual,1st owner,1109000
6,Tata,NEXON,90290,Petrol,Manual,1st owner,583000
7,Tata,Hexa,110000,Diesel,Manual,1st owner,632000
8,Maruti,Eeco,180000,Petrol,Manual,1st owner,366000
6,Maruti,New Wagon-R,61960,Petrol,Manual,2nd owner,401000
1,Tata,NEXON,7160,Petrol,Manual,1st owner,1196000
10,Toyota,Innova,79210,Diesel,Manual,2nd owner,627000
8,Renault,Captur,100000,Diesel,Manual,3rd owner,423000
6,MG,HECTOR,120000,Diesel,Manual,1st owner,994999
4,Honda,City,51600,Petrol,Auto,2nd owner,1100000
3,Hyundai,Creta,55190,Diesel,Auto,2nd owner,1350000
8,Mercedes,Benz C Class,190000,Diesel,Auto,2nd owner,1689000
4,Mahindra,XUV300,33060,Petrol,Auto,2nd owner,750000
3,MG,HECTOR,43870,Petrol,Auto,1st owner,1427000
5,Mahindra,TUV 300 PLUS,180000,Diesel,Manual,1st owner,665000
2,Tata,Harrier,31880,Diesel,Manual,1st owner,1650000
1,Maruti,Baleno,30280,Petrol,Manual,1st owner,790000
3,KIA,SELTOS,28710,Diesel,Manual,1st owner,1515000
7,Mercedes,Benz GLE,170000,Diesel,Auto,2nd owner,3350000
14,Hyundai,i20,74380,Petrol,Manual,2nd owner,140000
7,Maruti,Baleno,32759,Petrol,Manual,2nd owner,430999
7,Hyundai,Verna,78870,Diesel,Manual,2nd owner,694000
9,Maruti,Swift,29600,Petrol,Manual,2nd owner,299000
4,Hyundai,NEW I20,1420,Petrol,Manual,2nd owner,650000
6,Maruti,Ertiga,71550,Petrol,Manual,2nd owner,1051000
1,Mahindra,Thar,15120,Diesel,Manual,1st owner,1064000
14,Maruti,Ritz,150000,Diesel,Manual,3rd owner,132000
4,Renault,TRIBER,86220,Petrol,Manual,1st owner,569000
5,Hyundai,GRAND I10 NIOS,51010,Petrol,Manual,1st owner,532000
1,Toyota,Innova Crysta,15860,Diesel,Manual,1st owner,2220000
1,Maruti,Dzire,69130,Petrol,Manual,1st owner,732000
5,Maruti,New Wagon-R,43260,Petrol,Manual,2nd owner,470000
15,Ford,Figo,120000,Diesel,Manual,3rd owner,148000
11,Maruti,Swift,210000,Diesel,Manual,4th owner,403000
15,Nissan,Micra,229999,Diesel,Manual,2nd owner,130000
13,Mahindra,Verito,229999,Diesel,Manual,3rd owner,137000
7,Tata,Tiago,67170,Diesel,Manual,2nd owner,335000
12,Mahindra,Xylo,160000,Diesel,Manual,6th owner,234000
12,Honda,Amaze,37080,Petrol,Manual,3rd owner,220000
15,Chevrolet,Beat,64319,Petrol,Manual,2nd owner,170000
8,Ford,Figo Aspire,190000,Diesel,Manual,1st owner,400000
12,Maruti,Swift,180000,Diesel,Manual,4th owner,280000
10,Maruti,Wagon R 1.0,120000,Petrol,Manual,2nd owner,265000
4,Tata,NEXON,80570,Petrol,Manual,1st owner,689000
12,Hyundai,i10,26830,Petrol,Manual,2nd owner,290000
14,Volkswagen,Vento,140000,Diesel,Manual,3rd owner,217000
15,Maruti,A Star,140000,Petrol,Manual,6th owner,198000
12,Honda,Brio,50320,Petrol,Manual,2nd owner,200000
13,Hyundai,i20,140000,Diesel,Manual,5th owner,250000
12,Hyundai,i20,92250,Petrol,Manual,4th owner,300000
14,Fiat,Grand Punto,140000,Diesel,Manual,4th owner,138000
14,Volkswagen,Vento,130000,Petrol,Manual,4th owner,198000
11,Maruti,Wagon R 1.0,82880,Petrol,Manual,2nd owner,258000
11,Maruti,Wagon R 1.0,130000,Petrol,Manual,3rd owner,280000
10,Hyundai,Eon,58550,Petrol,Manual,2nd owner,184000
5,Maruti,Swift,64349,Petrol,Manual,1st owner,600000
9,Maruti,Swift Dzire,100000,Petrol,Manual,1st owner,500000
7,Tata,Tiago,66720,Diesel,Manual,2nd owner,344000
13,Volkswagen,Vento,79200,Petrol,Manual,4th owner,187000
10,Maruti,Celerio,100000,Petrol,Manual,2nd owner,377000
3,Maruti,Ertiga,83710,Petrol,Manual,1st owner,1066000
12,Hyundai,i10,95430,Petrol,Auto,3rd owner,220000
17,Hyundai,i10,70780,Petrol,Manual,6th owner,102000
4,Tata,Tiago,65269,Petrol,Manual,1st owner,488000
10,Maruti,Alto K10,46570,Petrol,Manual,1st owner,325000
14,Maruti,Wagon R 1.0,130000,Petrol,Manual,4th owner,100000
8,Tata,Tiago,78270,Petrol,Manual,1st owner,387000
2,Tata,PUNCH,14230,Petrol,Manual,1st owner,700000
3,Maruti,Celerio,43370,Petrol,Manual,1st owner,398000
10,Volkswagen,Polo,65349,Diesel,Manual,1st owner,400000
14,Tata,Nano,50100,Petrol,Manual,2nd owner,42000
4,Maruti,Alto,42310,Petrol,Manual,3rd owner,380000
10,Hyundai,Eon,110000,Petrol,Manual,3rd owner,178000
13,Tata,Manza,99240,Diesel,Manual,1st owner,181000
14,Ford,Figo,100000,Diesel,Manual,2nd owner,176000
13,Renault,Duster,160000,Diesel,Manual,2nd owner,250000
13,Maruti,Alto 800,93380,Petrol,Manual,2nd owner,220000
13,Hyundai,i20,170000,Diesel,Manual,5th owner,194000
9,Volkswagen,Polo,160000,Petrol,Manual,2nd owner,350000
13,Hyundai,i10,55080,Petrol,Manual,2nd owner,200000
6,Maruti,Alto K10,190000,Petrol,Manual,1st owner,287000
7,Tata,TIAGO NRG,78110,Petrol,Manual,1st owner,400000
3,Maruti,Baleno,49480,Petrol,Manual,1st owner,550000
11,Honda,City,87640,Petrol,Manual,2nd owner,442000
8,Hyundai,Elite i20,110000,Petrol,Manual,2nd owner,405000
7,Maruti,Dzire,98640,Diesel,Manual,1st owner,700000
7,Volkswagen,Ameo,110000,Petrol,Manual,1st owner,400000
8,Maruti,Ertiga,74930,Diesel,Manual,2nd owner,740000
14,Maruti,Alto K10,79550,Petrol,Manual,2nd owner,140000
10,Hyundai,i10,16900,Petrol,Manual,2nd owner,310000
15,Maruti,Zen Estilo,85310,Petrol,Manual,3rd owner,75000
10,Renault,Pulse,79250,Diesel,Manual,3rd owner,160000
5,Tata,NEXON,88400,Petrol,Auto,2nd owner,825000
12,Hyundai,Eon,82980,Petrol,Manual,1st owner,180000
13,Tata,Nano,18010,Petrol,Manual,1st owner,68000
13,Mahindra,XUV500,110000,Diesel,Manual,4th owner,229999
15,Hyundai,i10,54450,Petrol,Manual,3rd owner,160000
8,Tata,NEXON,130000,Diesel,Manual,5th owner,600000
13,Nissan,Sunny,73490,Diesel,Manual,1st owner,256999
15,Maruti,Alto K10,120000,Petrol,Manual,1st owner,150000
14,Chevrolet,Optra Magnum,82470,Petrol,Manual,3rd owner,75000
3,KIA,CARENS,150000,Diesel,Auto,1st owner,1700000
11,Maruti,Wagon R 1.0,91380,Petrol,Manual,3rd owner,249000
11,Hyundai,Grand i10,130000,Diesel,Manual,2nd owner,279000
9,Hyundai,Xcent,240000,Diesel,Manual,1st owner,436000
10,Nissan,Sunny,140000,Diesel,Manual,3rd owner,180000
15,Ford,Figo,220000,Diesel,Manual,1st owner,100000
15,Hyundai,i10,46230,Petrol,Manual,2nd owner,204999
13,Tata,Indica Vista,160000,Diesel,Manual,3rd owner,146000
10,Maruti,Alto 800,50360,Petrol,Manual,2nd owner,250000
10,Maruti,Wagon R 1.0,200000,Petrol,Manual,1st owner,300000
11,Maruti,Ertiga,140000,Petrol,Manual,5th owner,420000
8,Hyundai,Eon,23120,Petrol,Manual,1st owner,280000
6,Renault,Kwid,50820,Petrol,Manual,1st owner,350000
14,Hyundai,i10,59480,Petrol,Manual,4th owner,150000
13,Maruti,Alto K10,62610,Petrol,Manual,3rd owner,135000
14,Maruti,Wagon R 1.0,94210,Petrol,Manual,5th owner,151000
12,Hyundai,i10,60140,Petrol,Manual,1st owner,275000
1,Maruti,FRONX,30400,Petrol,Manual,1st owner,850000
14,Maruti,Ritz,130000,Diesel,Manual,3rd owner,175000
9,Tata,Nano,43570,Petrol,Auto,4th owner,150000
14,Maruti,SX4,229999,Diesel,Manual,3rd owner,250000
13,Hyundai,New Elantra,890000,Diesel,Auto,5th owner,214000
15,Hyundai,Verna,160000,Diesel,Manual,6th owner,150000
19,Toyota,Innova,210000,Diesel,Manual,6th owner,142000
13,Chevrolet,Beat,120000,Diesel,Manual,1st owner,140000
14,Honda,Brio,70260,Petrol,Manual,2nd owner,204000
15,Ford,Fiesta,229999,Diesel,Manual,2nd owner,125000
13,Maruti,Ertiga,150000,Diesel,Manual,3rd owner,509999
4,Tata,Harrier,100000,Diesel,Manual,1st owner,2339000
7,Mahindra,TUV300,110000,Diesel,Manual,2nd owner,600000
9,Ford,Figo Aspire,250000,Diesel,Manual,1st owner,350000
2,Tata,ALTROZ,13510,Petrol,Manual,1st owner,700000
11,Hyundai,Grand i10,67290,Petrol,Manual,1st owner,351000
12,Honda,Amaze,150000,Diesel,Manual,2nd owner,360000
14,Volkswagen,Vento,240000,Diesel,Manual,2nd owner,223000
15,Maruti,Zen Estilo,140000,Petrol,Manual,4th owner,78000
11,Maruti,Swift,100000,Petrol,Manual,3rd owner,380000
15,Maruti,Alto K10,26440,Petrol,Manual,1st owner,160000
3,MG,ASTOR,11500,Petrol,Manual,1st owner,1250000
15,Maruti,Swift,170000,Diesel,Manual,2nd owner,212000
2,Tata,PUNCH,33870,Petrol,Manual,1st owner,700000
2,KIA,CARENS,21690,Diesel,Auto,1st owner,2036000
12,Maruti,Swift Dzire,200000,Diesel,Manual,2nd owner,420000
14,Volkswagen,Vento,150000,Petrol,Manual,3rd owner,275000
6,Tata,TIGOR,67590,Petrol,Manual,1st owner,420000
8,Datsun,Redi Go,55470,Petrol,Manual,2nd owner,212000
13,Hyundai,i20,120000,Diesel,Manual,3rd owner,265000
5,Maruti,Celerio,170000,Petrol,Manual,2nd owner,400000
8,Hyundai,Elite i20,140000,Diesel,Manual,1st owner,637000
11,Honda,Brio,96760,Petrol,Manual,3rd owner,254999
7,Maruti,Alto 800,63930,Petrol,Manual,3rd owner,275000
12,Volkswagen,Vento,190000,Diesel,Manual,1st owner,376000
13,Tata,Indica Vista,180000,Diesel,Manual,3rd owner,113999
10,Honda,City,150000,Diesel,Manual,1st owner,459999
13,Tata,Manza,180000,Diesel,Manual,3rd owner,142000
0,Volkswagen,VIRTUS,4220,Petrol,Auto,1st owner,1800000
8,Maruti,Wagon R 1.0,110000,Petrol,Manual,3rd owner,357000
4,Honda,City,41780,Petrol,Auto,1st owner,1050000
12,Volkswagen,Vento,55500,Diesel,Manual,2nd owner,329000
10,Hyundai,Grand i10,71980,Petrol,Manual,3rd owner,350000
8,Maruti,Ertiga,180000,Petrol,Manual,3rd owner,690000
14,Maruti,Wagon R 1.0,34200,Petrol,Manual,1st owner,260000
12,Hyundai,i20,260000,Diesel,Manual,4th owner,287000
10,Hyundai,Elite i20,84380,Petrol,Manual,3rd owner,400000
8,Maruti,Alto K10,99120,Petrol,Auto,3rd owner,340000
5,Hyundai,Elite i20,56670,Petrol,Manual,1st owner,661000
7,Hyundai,Creta,78060,Petrol,Manual,2nd owner,719000
14,BMW,X1,120000,Diesel,Auto,3rd owner,450000
12,BMW,3 Series,130000,Diesel,Auto,3rd owner,796000
7,Tata,NEXON,85000,Diesel,Auto,1st owner,700000
10,Honda,City,96860,Petrol,Manual,2nd owner,484000
11,Tata,Indica Vista,97510,Diesel,Manual,3rd owner,135000
7,Volkswagen,Ameo,44910,Diesel,Auto,2nd owner,964000
8,Maruti,Celerio,80830,Petrol,Manual,2nd owner,420000
10,Honda,City,190000,Petrol,Manual,1st owner,520000
9,Hyundai,Verna,110000,Petrol,Manual,1st owner,500000
8,Maruti,Baleno,100000,Petrol,Manual,1st owner,450000
2,Toyota,Glanza,29900,Petrol,Manual,1st owner,650000
3,Tata,ALTROZ,31050,Petrol,Manual,1st owner,650000
8,Hyundai,Grand i10,39740,Diesel,Manual,1st owner,571000
11,Hyundai,i20,120000,Diesel,Manual,1st owner,399000
10,Datsun,Go Plus,120000,Petrol,Manual,2nd owner,247000
10,Hyundai,Xcent,160000,Diesel,Manual,1st owner,438000
13,Renault,Duster,110000,Diesel,Manual,2nd owner,245000
10,Volkswagen,Polo,100000,Diesel,Manual,2nd owner,400000
10,Maruti,Alto 800,110000,Petrol,Manual,4th owner,240000
12,Hyundai,i20,77600,Diesel,Manual,3rd owner,290000
9,Mahindra,Kuv100,120000,Diesel,Manual,1st owner,350000
10,Maruti,Wagon R 1.0,54350,Petrol,Auto,1st owner,300000
12,Maruti,Swift,100000,Petrol,Manual,3rd owner,334000
15,Maruti,Swift Dzire,170000,Diesel,Manual,2nd owner,289000
17,Toyota,Innova,260000,Diesel,Manual,4th owner,250000
13,Hyundai,Verna,270000,Diesel,Manual,4th owner,300000
8,Maruti,IGNIS,67880,Diesel,Auto,1st owner,550000
2,Hyundai,Creta,7400,Petrol,Manual,1st owner,1250000
12,Renault,Duster,110000,Diesel,Manual,2nd owner,300000
7,Tata,NEXON,160000,Diesel,Manual,1st owner,700000
7,Maruti,Dzire,160000,Diesel,Auto,3rd owner,659000
14,Maruti,Wagon R 1.0,49100,Petrol,Manual,1st owner,239000
12,Maruti,Ritz,170000,Diesel,Manual,4th owner,250000
11,Volkswagen,Jetta,87630,Diesel,Manual,3rd owner,385000
14,Honda,Civic,190000,Petrol,Manual,1st owner,260000
9,Hyundai,Grand i10,110000,Petrol,Manual,4th owner,366000
4,Mahindra,Thar,11550,Diesel,Manual,2nd owner,1550000
4,Honda,Amaze,70240,Petrol,Manual,1st owner,680000
8,Ford,Figo Aspire,110000,Diesel,Manual,2nd owner,498000
7,Mahindra,XUV500,150000,Diesel,Manual,2nd owner,1050000
2,Mahindra,XUV300,100000,Diesel,Manual,1st owner,950000
10,Hyundai,Eon,73630,Petrol,Manual,3rd owner,262000
15,Maruti,Swift Dzire,390000,Diesel,Manual,4th owner,267000
9,Maruti,Ciaz,140000,Diesel,Manual,1st owner,595000
3,Renault,TRIBER,85990,Petrol,Manual,1st owner,700000
3,Tata,NEXON,68430,Petrol,Manual,1st owner,730000
4,Hyundai,GRAND I10 NIOS,40630,Petrol,Manual,1st owner,659000
7,Maruti,Swift,94590,Petrol,Auto,1st owner,500000
2,KIA,CARENS,41850,Petrol,Manual,1st owner,1110000
1,Maruti,Eeco,9630,Petrol,Manual,1st owner,660000
5,KIA,SONET,29780,Petrol,Manual,1st owner,894999
3,Honda,City,36930,Petrol,Manual,2nd owner,910000
5,Maruti,Baleno,39000,Petrol,Manual,2nd owner,550000
6,Hyundai,Creta,82750,Petrol,Manual,2nd owner,900000
8,Hyundai,Xcent,99630,Diesel,Manual,3rd owner,450000
5,Hyundai,Creta,210000,Diesel,Manual,1st owner,1050000
1,Tata,Tiago,39530,Petrol,Manual,1st owner,700000
8,Maruti,Wagon R 1.0,80430,Petrol,Manual,2nd owner,400000
8,Mahindra,E20 Plus,95750,Electric,Auto,1st owner,275000
2,Tata,PUNCH,37350,Petrol,Auto,1st owner,819999
7,Mahindra,TUV300,120000,Diesel,Manual,4th owner,554000
7,Skoda,Rapid,120000,Diesel,Manual,1st owner,836000
10,Hyundai,Creta,89420,Diesel,Manual,2nd owner,750000
4,Maruti,Baleno,48040,Petrol,Manual,1st owner,683000
6,Renault,Duster,110000,Diesel,Manual,1st owner,800000
6,Maruti,Baleno,83870,Petrol,Manual,1st owner,590000
11,Jaguar,XF,89390,Diesel,Auto,2nd owner,1138000
2,Mahindra,Thar,49450,Diesel,Manual,1st owner,1387000
4,Mahindra,Thar,71550,Diesel,Auto,2nd owner,1350000
4,Volkswagen,Polo,110000,Petrol,Manual,1st owner,750000
3,MG,ASTOR,5200,Petrol,Manual,1st owner,1050000
2,Tata,ALTROZ,30820,Petrol,Auto,1st owner,878999
6,Renault,TRIBER,68370,Petrol,Manual,2nd owner,604000
7,Maruti,Dzire,110000,Diesel,Auto,1st owner,815000
9,Maruti,Swift Dzire,180000,Diesel,Manual,2nd owner,400000
7,Maruti,Wagon R 1.0,42720,Petrol,Auto,3rd owner,372000
10,Volkswagen,Vento,150000,Diesel,Manual,2nd owner,400000
3,Maruti,Ertiga,63390,Petrol,Manual,1st owner,1080000
3,Tata,NEXON,69450,Petrol,Manual,1st owner,760000
7,Maruti,Vitara Brezza,140000,Diesel,Auto,1st owner,735000
4,Hyundai,Creta,58820,Petrol,Manual,1st owner,1540000
7,Mahindra,XUV500,110000,Diesel,Auto,3rd owner,1051000
14,Skoda,Superb,220000,Diesel,Auto,2nd owner,300000
3,Maruti,Ertiga,98210,Petrol,Manual,2nd owner,1146000
2,Tata,TIGOR,110000,Petrol,Manual,1st owner,700000
5,KIA,SELTOS,72160,Petrol,Manual,1st owner,1050000
2,Skoda,KUSHAQ,33370,Petrol,Auto,2nd owner,1400000
15,Audi,A4,160000,Diesel,Auto,3rd owner,400000
11,Toyota,Innova,150000,Diesel,Manual,2nd owner,678000
13,Toyota,Etios Liva,130000,Diesel,Manual,1st owner,300000
10,Toyota,Etios,190000,Diesel,Manual,3rd owner,360000
5,Maruti,Baleno,84180,Petrol,Manual,1st owner,642000
13,Maruti,Ertiga,190000,Diesel,Manual,2nd owner,550000
5,Hyundai,Creta,64379,Petrol,Auto,2nd owner,1300000
10,Toyota,Etios,520000,Diesel,Manual,3rd owner,308000
8,Maruti,Wagon R 1.0,50370,Petrol,Auto,1st owner,365000
7,Maruti,Ciaz,100000,Diesel,Manual,2nd owner,640000
2,Hyundai,GRAND I10 NIOS,28650,Petrol,Auto,1st owner,800000
1,KIA,SELTOS,10860,Petrol,Auto,1st owner,2000000
10,Mahindra,TUV300,180000,Diesel,Manual,1st owner,558000
10,Volkswagen,Vento,160000,Diesel,Auto,3rd owner,400000
4,Renault,Kwid,31180,Petrol,Auto,1st owner,450000
12,Skoda,Rapid,170000,Diesel,Manual,2nd owner,334000
10,Honda,Mobilio,78470,Diesel,Manual,1st owner,619000
9,Hyundai,Eon,34390,Petrol,Manual,2nd owner,299000
12,Hyundai,Verna,190000,Diesel,Manual,3rd owner,423000
13,Hyundai,Verna,180000,Diesel,Manual,3rd owner,325000
